393,I306866,HANA,31,2014
394,I306866,HANA Revision & Exams,32,2014
395,I306866,Backoffice team 4 novice / Backoffice team 1 novice,33,2014
396,I306866,Backoffice team 4 novice / Backoffice team 1 novice ,34,2014
397,I306866,EW  GV  TPO  GLS - backoffice,35,2014
398,I306866,EW  GV TPO  GLS,36,2014
399,I306866,GV,37,2014
400,I306866,Last Week,38,2014
401,I306859,Induction Week ,15,2014
402,I306859,EarlyWatch-SAPTECH - Good Fri,16,2014
403,I306859,Easter Monday EarlyWatch-UADM315,17,2014
404,I306859,Coached Session,18,2014
405,I306859,ALM Roadmap Workshop,19,2014
406,I306859,Revision and Exams,20,2014
407,I306859,Oracle workshops,21,2014
408,I306859,ABAP Fundamentals,22,2014
409,I306859,ABAP Silver Cert,23,2014
410,I306859,Perform Basic Configuration of Solution Manager,24,2014
411,I306859,Research Solution Documentation and Test Management at SAP off Fri,25,2014
412,I306859,Off Mon Research Test Management including opportunities to implement Test Management/Automation for internal developments,26,2014
413,I306859,Identify opportunites wiith CoE for Test Management/Automation,27,2014
414,I306859,Implement Test Management Options 1,28,2014
415,I306859,Implement Test Management Options 1,29,2014
416,I306859,Implement Test Management Options 1,30,2014
417,I306859,Potential HANA,31,2014
418,I306859,Potential HANA Revision & Exams,32,2014
419,I306859,Implement Test Management Options 1,33,2014
420,I306859,Implement Test Management Options 1,34,2014
421,I306859,Implement Test Management Options 1,35,2014
422,I306859,Present Workshop/Findings  including advantages/Disadvantages and comparison of the options,36,2014
423,I306859,NA,37,2014
424,I306859,Last Week,38,2014
425,I306865,Induction Week ,15,2014
426,I306865,EarlyWatch-SAPTECH - Good Fri,16,2014
427,I306865,Easter Monday EarlyWatch-UADM315,17,2014
428,I306865,Coached Session,18,2014
429,I306865,May Day Coached Session,19,2014
430,I306865,Revision and Exams,20,2014
431,I306865,Oracle workshops sick 21st & 22nd,21,2014
432,I306865,ABAP Fundamentals,22,2014
433,I306865,ABAP Silver Cert,23,2014
434,I306865,BPPO Training,24,2014
435,I306865,Coached Delivery,25,2014
436,I306865,Coached Delivery,26,2014
437,I306865,Coached Delivery,27,2014
438,I306865,Coached Delivery,28,2014
439,I306865,Coached Delivery,29,2014
440,I306865,Coached Delivery,30,2014
441,I306865,BW training (Mark Byrne),31,2014
442,I306865,BW session delivery / Remote BW Novice (PE),32,2014
443,I306865,BW session delivery / Remote BW Novice (PE),33,2014
444,I306865,BW session delivery / Remote BW Novice (PE),34,2014
445,I306865,BW session delivery / Remote BW Novice (PE),35,2014
446,I306865,BW session delivery / Remote BW Novice (PE),36,2014
447,I306865,BW session delivery / Remote BW Novice (PE),37,2014
448,I306865,BW session delivery Last Week,38,2014
449,I306863,Induction Week ,15,2014
450,I306863,EarlyWatch-SAPTECH - Good Fri,16,2014
451,I306863,Easter Monday EarlyWatch-UADM315,17,2014
452,I306863,Coached Session,18,2014
453,I306863,May Day Coached Session,19,2014
454,I306863,Revision and Exams,20,2014
455,I306863,Oracle workshops sick 21st & 22nd,21,2014
456,I306863,ABAP Fundamentals,22,2014
457,I306863,ABAP Silver Cert,23,2014
458,I306863,BPPO Training,24,2014
459,I306863,Coached Delivery,25,2014
460,I306863,Coached Delivery,26,2014
461,I306863,Coached Delivery,27,2014
462,I306863,Coached Delivery,28,2014
463,I306863,Coached Delivery,29,2014
464,I306863,Coached Delivery,30,2014
465,I306863,BW training (Mark Byrne),31,2014
466,I306863,BW session delivery / Remote BW Novice (PE),32,2014
467,I306863,BW session delivery / Remote BW Novice (PE),33,2014
468,I306863,BW session delivery / Remote BW Novice (PE),34,2014
469,I306863,BW session delivery / Remote BW Novice (PE),35,2014
470,I306863,BW session delivery / Remote BW Novice (PE),36,2014
471,I306863,BW session delivery / Remote BW Novice (PE),37,2014
472,I306863,BW session delivery Last Week,38,2014
473,I306812,Induction Week ,15,2014
474,I306812,EarlyWatch-SAPTECH - Good Fri,16,2014
475,I306812,Easter Monday EarlyWatch-UADM315,17,2014
476,I306812,Coached Session,18,2014
477,I306812,May Day Coached Session,19,2014
478,I306812,Revision and Exams,20,2014
479,I306812,Oracle workshops,21,2014
480,I306812,ABAP Fundamentals,22,2014
481,I306812,ABAP Silver Cert,23,2014
482,I306812,BPPO,24,2014
483,I306812,Coached Delivery,25,2014
484,I306812,Coached Delivery,26,2014
