629,31,BPPO coached del - 73266005 - Diageo Great Britain Limited,20,2014
630,31,Off fri 23rd,21,2014
631,31,Hana Training,22,2014
632,31,HANA Practical/Exam,23,2014
633,31,DR_HANA_EMEA,24,2014
634,31,NA,25,2014
635,31,INNOJAM 26th & 27th,26,2014
636,31,Coffee Corner thurs 3rd 11am,27,2014
637,31,NA,28,2014
638,31,NA,29,2014
639,31,NA,30,2014
640,31,Last Week,31,2014
641,32,Induction Week,5,2014
642,32,EarlyWatch-SAPTECH,6,2014
643,32,EarlyWatch-UADM315,7,2014
644,32,Coached EW delivery ,8,2014
645,32,Coached EW delivery ,9,2014
646,32,Coached EW delivery ,10,2014
647,32,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
648,32,St Patricks Oracle workshops,12,2014
649,32,ABAP Fundamentals ( Wed 2hrs networking ),13,2014
650,32,ABAP Silver Cert,14,2014
651,32,BPPO Training,15,2014
652,32,Coached delivery BPPO Derbyshire County Council ,16,2014
653,32,Coached delivery BPPO Derbyshire County Council 1/2 day 23rd,17,2014
654,32,NA,18,2014
655,32,BPPO coached del- 73258842 - Premier Foods Silvercert resit 8th May Off thurs 8th  9th,19,2014
656,32,Off Mon 12th,20,2014
657,32,NA,21,2014
658,32,Hana Training,22,2014
659,32,Off Tues   HANA Practical/Exam,23,2014
660,32,DR_HANA_EMEA  1/2 day 10th,24,2014
661,32,NA,25,2014
662,32,INNOJAM 26th & 27th,26,2014
663,32,Coffee Corner thurs 3rd 11am,27,2014
664,32,NA,28,2014
665,32,NA,29,2014
666,32,NA,30,2014
667,32,Last Week,31,2014
668,33,Induction Week,5,2014
669,33,EarlyWatch-SAPTECH,6,2014
670,33,EarlyWatch-UADM315,7,2014
671,33,Coached EW delivery ,8,2014
672,33,Coached EW delivery ,9,2014
673,33,Coached EW delivery ,10,2014
674,33,Revision and Exams ( SAPTEC Tues 11th and UADM315 Fri 14th @ 11 ),11,2014
675,33,St Patricks Oracle workshops,12,2014
676,33,ABAP Fundamentals ( Wed 2hrs networking ),13,2014
677,33,ABAP Silver Cert,14,2014
678,33,BPPO training,15,2014
679,33,BPPO coached del Zorlu Holding A.S  Volunteering day Tues 15th,16,2014
680,33,BPPO coached del Zorlu Holding A.S ,17,2014
681,33,NA,18,2014
682,33,BBPO coached del 73257590 - Innothera Silvercert resit 8th May,19,2014
683,33,BPPO coached del - 73257590 Innothera Off thurs 15th & fri 16th,20,2014
684,33,Off all week,21,2014
685,33,Hana Training,22,2014
686,33,HANA Practical/Exam,23,2014
687,33,DR_HANA_EMEA,24,2014
688,33,NA,25,2014
689,33,INNOJAM 26th & 27th,26,2014
